filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
blues.00000.wav,661500,0.34995052218437195,0.08875215798616409,0.13019199669361115,0.002830371493473649,1784.416545970319,129739.83727264128,2002.6571063943209,85829.34594927102,3806.4186497738488,901329.6602966429,0.08306639113293343,0.0007667342953635373,-4.526435805018991e-05,0.008171824738383293,6.841931281087454e-06,0.005704281851649284,123.046875,-113.619384765625,2570.812744140625,121.55303192138672,295.7243957519531,-19.15105628967285,235.57981872558594,42.345767974853516,150.83535766601562,-6.3711676597595215,168.02464294433594,18.613033294677734,89.16958618164062,-13.692060470581055,67.60478973388672,15.339378356933594,69.06307220458984,-12.28361701965332,82.15250396728516,10.973775863647461,63.40047073364258,-8.322409629821777,61.8105354309082,8.806787490844727,51.29199981689453,-3.665802001953125,41.25162887573242,5.745938777923584,40.56098175048828,-5.1617112159729,49.8234977722168,0.7502978444099426,52.46413803100586,-1.688357949256897,36.564605712890625,-0.40932849049568176,41.64362716674805,-2.2988691329956055,55.07668685913086,1.219947099685669,46.97563552856445,blues
blues.00001.wav,661500,0.3409450948238373,0.0949680507183075,0.09589168429374695,0.0023740322794765234,1529.8713140945188,376011.6503525575,2038.6121427572907,213889.87408455403,3548.9868730952494,2976792.419586478,0.056044256724071206,0.0014485033470784323,0.00014215851842891425,0.005096856039017439,-0.00018055592954624444,0.0030666417442262173,67.99958881578948,-207.58151245117188,7770.7724609375,123.99714660644531,560.1630249023438,8.939114570617676,572.7001342773438,35.870758056640625,264.8553161621094,2.9199702739715576,280.0475158691406,21.518787384033203,156.47044372558594,-8.555368423461914,200.9696502685547,23.355937957763672,142.3724822998047,-10.10103702545166,166.23214721679688,11.906444549560547,104.35857391357422,-5.558122634887695,105.22370910644531,5.375941753387451,96.2992172241211,-2.237833023071289,64.90086364746094,4.217125415802002,73.1779556274414,-6.01104736328125,52.48499298095703,0.9326680302619934,55.36429214477539,-0.7170278429985046,60.1132926940918,0.29233330488204956,48.13773727416992,-0.2857168912887573,51.13121032714844,0.5321444869041443,45.8232307434082,blues
blues.00002.wav,661500,0.36356186866760254,0.0852772444486618,0.17549368739128113,0.0027525946497917175,1552.6377863181906,156538.29460476074,1747.382028301664,76150.68872314424,3041.0899442784926,782946.5225498029,0.07630074799245357,0.0010072891555751452,1.2605981964952662e-06,0.016350073739886284,-1.565285856486298e-05,0.0074620372615754604,161.4990234375,-90.7763442993164,3319.79345703125,140.4486083984375,509.1120300292969,-29.10055923461914,411.98699951171875,31.687339782714844,144.14764404296875,-13.975971221923828,156.01559448242188,25.74168586730957,74.46932220458984,-13.644712448120117,106.68324279785156,11.623111724853516,106.6277084350586,-11.775919914245605,65.68541717529297,9.70046615600586,67.84547424316406,-13.115348815917969,57.64644241333008,5.785762786865234,64.60154724121094,-8.89973258972168,60.47644805908203,-1.0870236158370972,57.744468688964844,-9.216773986816406,36.467384338378906,2.453648328781128,40.62019729614258,-7.721793174743652,47.70027542114258,-1.8164970874786377,52.418174743652344,-3.434354066848755,46.63006591796875,-2.231391191482544,30.62622833251953,blues
blues.00003.wav,661500,0.4048483371734619,0.09401796758174896,0.1411392092704773,0.006339856889098883,1070.1100585189854,184506.6554762646,1596.2442041849345,166637.56835812717,2185.0617872303114,1494194.063112875,0.03330894446594427,0.0004230743810646026,3.7969105051161023e-06,0.019063349813222885,-1.7887825379148126e-05,0.002712790621444583,63.02400914634146,-199.46200561523438,5495.97216796875,150.0947265625,456.5666198730469,5.649167060852051,257.0472106933594,26.87014389038086,158.19778442382812,1.7554408311843872,267.9021301269531,14.236881256103516,126.88233947753906,-4.8288726806640625,156.0621795654297,9.29784870147705,81.17086029052734,-0.7531419992446899,92.3619155883789,8.147393226623535,71.22305297851562,-3.1952357292175293,110.32543182373047,6.085353851318359,48.183528900146484,-2.4761881828308105,56.81339645385742,-1.0762245655059814,62.254207611083984,-2.87605619430542,51.64638137817383,0.7769088745117188,44.456993103027344,-3.3200554847717285,50.236968994140625,0.6372628808021545,37.3519172668457,-0.6175068616867065,37.29116439819336,-3.40693998336792,31.98843765258789,blues
blues.00004.wav,661500,0.3085981607437134,0.0878504291176796,0.09154040366411209,0.00230505526997149,1835.5070084014953,343334.23703218694,1748.3674767249408,88460.06121566355,3581.003346162684,1572132.8216511165,0.1015001421004257,0.001953508818485157,-1.7863601897261105e-05,0.004817580804228783,-9.764647984411567e-06,0.003094669198617339,135.99917763157896,-160.29185485839844,5198.14453125,126.19577026367188,853.7379760742188,-35.602500915527344,333.7117614746094,22.151168823242188,193.67330932617188,-32.487640380859375,336.4510803222656,10.862022399902344,134.79673767089844,-23.357162475585938,93.30082702636719,0.500523030757904,124.761474609375,-11.804769515991211,129.9887237548828,1.2038774490356445,99.79520416259766,-13.085074424743652,80.30308532714844,-2.8098487854003906,86.49202728271484,-6.9356207847595215,89.61348724365234,-7.559293746948242,70.93245697021484,-9.172151565551758,75.76922607421875,-4.510408401489258,86.01277923583984,-5.453736305236816,75.32817840576172,-0.9244676828384399,53.57756423950195,-4.408076286315918,62.92851257324219,-11.70183277130127,55.21512222290039,blues
blues.00005.wav,661500,0.30241402983665466,0.08756200224161148,0.10343772172927856,0.003983733709901571,1831.9900685948742,1031295.6028286344,1729.4562589469804,201999.8081862162,3480.8539517523704,3276452.4461247083,0.09403986975135449,0.006237169845177415,1.2941227112150955e-07,0.008084851317107677,-2.6809037080965936e-05,0.003244937164708972,69.83741554054055,-177.88876342773438,7303.50634765625,118.18952941894531,3197.609619140625,-17.550729751586914,654.147705078125,30.753101348876953,485.98712158203125,-21.732107162475586,433.4810485839844,11.898545265197754,266.09051513671875,-20.732280731201172,169.84759521484375,3.176168918609619,133.68482971191406,-8.575770378112793,172.3314971923828,-0.9401842355728149,100.12964630126953,-11.773798942565918,76.59605407714844,-2.4260759353637695,78.50408935546875,-9.342487335205078,80.13262939453125,-9.947081565856934,47.55309295654297,-3.9053468704223633,60.05134201049805,-5.568541049957275,72.58189392089844,-1.839969277381897,68.7198257446289,-2.784175157546997,42.46665954589844,-3.046112060546875,39.82917785644531,-8.115227699279785,46.29248046875,blues
blues.00006.wav,661500,0.29140564799308777,0.09400270879268646,0.14168789982795715,0.008782833814620972,1459.0353761872718,438118.03207473544,1388.725515468785,185132.01320145073,2795.67476160386,1622690.8513254016,0.07302790308146284,0.0019095948180740175,-1.2958957995579112e-05,0.01692100055515766,-2.0389139535836875e-05,0.005961976014077663,71.77734375,-190.17501831054688,9646.42578125,130.29241943359375,1934.43115234375,-36.348472595214844,1307.643798828125,33.029090881347656,480.3209228515625,11.085680961608887,1083.5882568359375,-0.5963726043701172,280.2236328125,-20.882356643676758,151.6882781982422,0.2771160304546356,102.89617919921875,-6.500870704650879,131.14715576171875,-5.515623092651367,153.4894561767578,-7.845289707183838,87.57829284667969,-3.123599052429199,64.22461700439453,-6.5957159996032715,79.16397857666016,-9.947577476501465,63.0743522644043,-6.540925025939941,86.41677856445312,-10.071381568908691,83.32279205322266,-10.912118911743164,56.93769454956055,-6.970003128051758,38.267601013183594,-3.4485127925872803,48.09358215332031,-6.498457908630371,70.01957702636719,blues
blues.00007.wav,661500,0.3073144555091858,0.09284913539886475,0.13174523413181305,0.005535202566534281,1451.8494584581754,449937.66238267947,1577.5518583197502,168258.25607456916,2955.7654602239745,1630564.829502154,0.06143500266060371,0.001850010001473945,2.0959862013114616e-05,0.013218546286225319,-4.8619956942275167e-05,0.004855599254369736,92.28515625,-179.42007446289062,6575.4541015625,136.4420928955078,1479.97265625,-26.644338607788086,590.977294921875,39.979591369628906,353.1591491699219,5.301814556121826,650.447509765625,10.921236991882324,136.36312866210938,-20.555347442626953,163.7014617919922,8.507476806640625,151.4786834716797,-11.35435962677002,172.02488708496094,-3.4690980911254883,178.41543579101562,-8.414113998413086,147.66683959960938,-6.956975936889648,83.77753448486328,-3.548348903656006,93.33136749267578,-8.05168342590332,57.46663284301758,-8.960484504699707,82.29772186279297,-8.421076774597168,70.47698974609375,-10.558598518371582,52.032325744628906,-10.790191650390625,60.51919937133789,-4.700794696807861,65.58995056152344,-8.638815879821777,56.3353385925293,blues
blues.00008.wav,661500,0.40899816155433655,0.08651966601610184,0.1423606276512146,0.0015028987545520067,1719.2739373344168,163389.6533189732,2031.6873439502422,105613.2042500403,3781.5188003398316,1262995.5252842957,0.06402757957623839,0.0007318890633277895,5.906055093873874e-07,0.012712168507277966,-1.764355147315655e-05,0.0034638147335499525,83.35433467741936,-121.38711547851562,2621.640869140625,122.5053939819336,414.72918701171875,-14.739394187927246,341.3916931152344,46.135292053222656,193.81631469726562,-8.160384178161621,176.72320556640625,20.170509338378906,106.990966796875,-19.169321060180664,57.6717529296875,23.050188064575195,76.913818359375,-11.825939178466797,42.480628967285156,21.173410415649414,58.431217193603516,-6.720290660858154,48.960140228271484,7.005018711090088,56.246360778808594,-12.739909172058105,61.896461486816406,5.064208984375,50.54634094238281,-5.1730756759643555,32.82994079589844,-1.4469950199127197,50.560787200927734,-7.036928653717041,28.89234161376953,2.6948745250701904,36.93147277832031,3.409332275390625,33.72412109375,-2.699190855026245,36.097251892089844,blues
blues.00009.wav,661500,0.2740142345428467,0.09232655167579651,0.08132097870111465,0.004347413778305054,1817.5295464146707,298256.53065985383,1973.6903092151892,114209.09382088842,3944.584480970637,1367139.0996854836,0.0792153184258901,0.001376557806953003,-2.193653017457109e-06,0.007223858032375574,-2.2580150471185334e-05,0.001677896361798048,80.74951171875,-213.20452880859375,6133.130859375,115.154541015625,798.7532348632812,-11.720502853393555,668.9546508789062,39.032554626464844,350.8248291015625,-20.357818603515625,532.30126953125,13.089925765991211,278.38568115234375,-9.180815696716309,126.54536437988281,9.023638725280762,67.95232391357422,-14.101022720336914,110.16604614257812,4.283337116241455,92.49028015136719,-6.044196128845215,84.86531066894531,3.786367893218994,104.49430084228516,0.22368751466274261,76.40331268310547,-5.114480972290039,85.415771484375,-0.414536714553833,104.0417251586914,-1.1848986148834229,59.33120346069336,-1.9183391332626343,58.489871978759766,-2.2957961559295654,83.17790985107422,2.8912301063537598,77.03899383544922,-4.234532833099365,91.5197525024414,blues
